,Class_ID,PL_TOTAL,OPT_PREMIUM,COMMISSION,CLEARING_FEE,EXCHANG_EFE,BROKERAGE_FEE,GIVEUP_FEE,FLR_FEE,WIR_FEE,Total_Fees
0,ARB00005_USD,0.0,0.0,202143.21,0.0,0.0,0.0,0.0,0.0,0.0,202143.21
1,ARB00020_USD,2901.8999999999996,0.0,-65.1,0.0,-108.56,0.0,0.0,0.0,0.0,-173.66
2,ARB00022_USD,-645.0,0.0,-21.900000000000002,0.0,-98.78,0.0,0.0,0.0,0.0,-120.68
3,ARB00023_USD,-937.5,0.0,-1.5,0.0,-4.0,0.0,0.0,0.0,0.0,-5.5
4,ARB00033_USD,-4667.03,0.0,-491.54999999999995,0.0,-690.12,0.0,0.0,0.0,0.0,-1181.67
5,ARB00054_USD,0.0,2660.0,-237.75,0.0,-570.6,0.0,0.0,0.0,0.0,-808.35
6,ARB00055_USD,0.0,1650.0,-3.75,0.0,-20.0,0.0,0.0,0.0,0.0,-23.75
7,ARB00068_USD,-164375.0,156062.5,-392.70000000000005,0.0,-943.28,0.0,0.0,0.0,0.0,-1335.98
8,ARB00090_USD,-4425.0,0.0,-52.05,0.0,-128.04,0.0,0.0,0.0,0.0,-180.08999999999997
9,ARB00110_USD,-5685.0,0.0,-11.100000000000001,0.0,-39.44,0.0,0.0,0.0,0.0,-50.54
10,ARB00112_USD,-11475.0,0.0,-66.6,0.0,-84.36,0.0,0.0,0.0,0.0,-150.95999999999998
11,ARB00113_USD,0.0,-145.0,-89.7,0.0,-134.36,0.0,0.0,0.0,0.0,-224.06
12,ARB00122_USD,848.5,0.0,-0.15,0.0,-0.08,0.0,0.0,0.0,0.0,-0.22999999999999998
13,ARB00123_USD,21467.5,0.0,-100.2,0.0,-210.5,0.0,0.0,0.0,0.0,-310.7
14,ARB00124_USD,3738.0,4625.0,-10.5,0.0,-39.72,0.0,0.0,0.0,0.0,-50.22
15,ARB00126_USD,-2118.0,0.0,-2.55,0.0,-9.52,0.0,0.0,0.0,0.0,-12.07
16,ARB00132_USD,666.72,0.0,-24.0,0.0,-57.6,0.0,0.0,0.0,0.0,-81.6
17,ARB00135_USD,175.0,0.0,-25.200000000000003,0.0,-85.68,0.0,0.0,0.0,0.0,-110.88000000000001
18,ARB00141_USD,-10698.0,0.0,-44.4,0.0,-163.46,0.0,0.0,0.0,0.0,-207.86
19,ARB00143_USD,-4884.0,0.0,-3.0,0.0,-11.2,0.0,0.0,0.0,0.0,-14.2
20,ARB00146_USD,3798.5,0.0,-6.6,0.0,-23.44,0.0,0.0,0.0,0.0,-30.04
21,ARB00149_USD,2046.5,0.0,-18.0,0.0,-67.19999999999999,0.0,0.0,0.0,0.0,-85.19999999999999
22,ARB00156_USD,4698.75,11150.0,-242.55,0.0,-333.35999999999996,0.0,0.0,0.0,0.0,-575.91
23,ARB00159_USD,10962.5,0.0,-18.0,0.0,-22.8,0.0,0.0,0.0,0.0,-40.8
24,ARB00160_USD,-898.0,0.0,-10.05,0.0,-41.519999999999996,0.0,0.0,0.0,0.0,-51.56999999999999
25,ARB00161_USD,75.0,0.0,-0.9,0.0,-2.4,0.0,0.0,0.0,0.0,-3.3
26,ARB00169_USD,3623.91,0.0,-56.85,0.0,-65.53,0.0,0.0,0.0,0.0,-122.38
27,ARB00186_USD,4680.0,0.0,-27.0,0.0,-105.5,0.0,0.0,0.0,0.0,-132.5
28,ARB00188_USD,-730.0,0.0,-8.7,0.0,-30.32,0.0,0.0,0.0,0.0,-39.019999999999996
29,ARB00193_USD,3347.0,0.0,-100.05,0.0,-344.71999999999997,0.0,0.0,0.0,0.0,-444.77
30,ARB00194_USD,5625.0,0.0,-179.1,0.0,-665.5,0.0,0.0,0.0,0.0,-844.6
31,ARB00201_USD,1330.0,0.0,-38.85,0.0,-50.419999999999995,0.0,0.0,0.0,0.0,-89.27
32,ARB00214_USD,160.0,0.0,-8.4,0.0,-42.0,0.0,0.0,0.0,0.0,-50.4
33,ARB00220_USD,444.9,0.0,-61.5,0.0,-305.2,0.0,0.0,0.0,0.0,-366.7
34,ARB00257_USD,392.5,0.0,-117.6,0.0,-530.6,0.0,0.0,0.0,0.0,-648.2
35,ARB00267_USD,-1651.05,0.0,-30.0,0.0,-144.1,0.0,0.0,0.0,0.0,-174.1
36,ARB00300_EUR,0.0,0.0,142328.49,0.0,0.0,0.0,0.0,0.0,0.0,142328.49
37,ARB00300_USD,0.0,0.0,13380.99,0.0,34533.19,0.0,0.0,0.0,0.0,47914.18
38,ARB00306_USD,0.0,0.0,0.0,0.0,-4650.0,0.0,0.0,0.0,0.0,-4650.0
39,ARB00320_EUR,13712.5,0.0,-199.5,0.0,0.0,0.0,0.0,0.0,0.0,-199.5
40,ARB00320_GBP,3375.0,0.0,0.0,-450.0,-128.48,0.0,0.0,0.0,0.0,-578.48
41,ARB00333_EUR,-3462.5,0.0,-78.6,0.0,0.0,0.0,0.0,0.0,0.0,-78.6
42,ARB00333_GBP,0.0,0.0,0.0,-104.8,-41.92,0.0,0.0,0.0,0.0,-146.72
43,ARB00354_USD,5970.0,0.0,-66.0,-10.99,-501.6,0.0,0.0,0.0,0.0,-578.59
44,ARB00355_EUR,37.5,0.0,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,-1.8
45,ARB00355_GBP,0.0,0.0,0.0,-2.4,-0.96,0.0,0.0,0.0,0.0,-3.36
46,ARB00390_CAD,1160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,ARB00390_USD,0.0,0.0,-9.0,0.0,-51.0,0.0,0.0,0.0,0.0,-60.0
48,ARB00412_CHF,162.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,ARB00412_EUR,1200.0,0.0,-136.05,-229.92,-57.48,0.0,0.0,0.0,0.0,-423.45000000000005
50,ARB00412_GBP,350.0,0.0,0.0,-174.6,-44.919999999999995,0.0,0.0,0.0,0.0,-219.51999999999998
51,ARB00412_USD,300.0,0.0,-1.5,-0.26,-11.4,0.0,0.0,0.0,0.0,-13.16
52,ARB00422_EUR,0.0,0.0,-4.5,0.0,0.0,0.0,0.0,0.0,0.0,-4.5
53,ARB00422_GBP,0.0,0.0,0.0,-16.5,-6.91,0.0,0.0,0.0,0.0,-23.41
54,ARB00422_USD,-1040.6,0.0,-73.5,0.0,-1029.0,0.0,0.0,0.0,0.0,-1102.5
55,ARB00423_EUR,0.0,0.0,-3.45,0.0,0.0,0.0,0.0,0.0,0.0,-3.45
56,ARB00423_GBP,-1420.0,0.0,0.0,-12.65,-5.52,0.0,0.0,0.0,0.0,-18.17
57,ARB00423_USD,-13902.6,0.0,-414.45000000000005,0.0,-5802.299999999999,0.0,0.0,0.0,0.0,-6216.749999999999
58,ARB00424_EUR,0.0,0.0,-40.349999999999994,0.0,0.0,0.0,0.0,0.0,0.0,-40.349999999999994
59,ARB00424_GBP,59050.0,0.0,0.0,-147.95,-62.980000000000004,0.0,0.0,0.0,0.0,-210.93
60,ARB00424_USD,-23588.35,0.0,-82.35,-18.0,-1098.3,0.0,0.0,0.0,0.0,-1198.6499999999999
61,ARB00425_EUR,0.0,0.0,-19.35,0.0,0.0,0.0,0.0,0.0,0.0,-19.35
62,ARB00425_GBP,23310.0,0.0,0.0,-70.95,-30.73,0.0,0.0,0.0,0.0,-101.68
